transaction_id,investor_id,transaction_date,amfi_code,transaction_type,amount_inr,state,city,city_tier,age_group,gender,annual_income_lakh,payment_mode,kyc_status
21139,INV004582,2024-11-29,149322,SIP,986,Tamil Nadu,Chennai,T30,56+,Male,67.1,Net Banking,Verified
21140,INV003280,2024-11-29,148568,Lumpsum,148787,Haryana,Faridabad,B30,26-35,Female,9.0,UPI,Verified
21141,INV001113,2024-11-29,148569,SIP,3200,Rajasthan,Jaipur,T30,26-35,Female,11.7,Cheque,Verified
21142,INV001348,2024-11-29,149323,SIP,988,Haryana,Gurugram,T30,26-35,Female,8.6,Mandate,Pending
21143,INV000782,2024-11-29,119093,SIP,14288,Telangana,Hyderabad,T30,18-25,Male,4.4,UPI,Verified
21144,INV004585,2024-11-29,119552,SIP,7937,Punjab,Amritsar,B30,18-25,Female,4.5,Cheque,Verified
21145,INV000524,2024-11-29,148568,SIP,3280,West Bengal,Kolkata,T30,56+,Male,37.4,Cheque,Verified
21146,INV000749,2024-11-29,119552,Lumpsum,448366,Uttar Pradesh,Kanpur,B30,36-45,Male,36.1,Cheque,Verified
21147,INV002870,2024-11-29,102886,Redemption,108480,Karnataka,Mysore,B30,26-35,Female,23.7,Mandate,Verified
21148,INV003006,2024-11-29,149322,Lumpsum,330917,West Bengal,Kolkata,T30,26-35,Male,9.5,Cheque,Pending
21149,INV001959,2024-11-29,119093,SIP,3339,Tamil Nadu,Chennai,T30,18-25,Female,4.7,Net Banking,Verified
21150,INV000228,2024-11-29,120503,Redemption,346008,Karnataka,Bangalore,T30,26-35,Male,7.2,Cheque,Verified
21151,INV003913,2024-11-29,119095,SIP,948,Telangana,Hyderabad,T30,36-45,Male,51.7,Mandate,Pending
21152,INV000135,2024-11-29,119094,Lumpsum,37530,Punjab,Amritsar,B30,18-25,Male,5.7,Net Banking,Verified
21153,INV002602,2024-11-29,119094,Redemption,297065,Gujarat,Surat,T30,56+,Female,45.7,Mandate,Pending
21154,INV002583,2024-11-29,119599,SIP,2094,Gujarat,Ahmedabad,T30,46-55,Male,48.5,Mandate,Pending
21155,INV000746,2024-11-29,102885,Lumpsum,266749,Madhya Pradesh,Bhopal,B30,36-45,Male,49.8,Mandate,Pending
21156,INV004573,2024-11-29,119095,Lumpsum,8485,Madhya Pradesh,Indore,T30,36-45,Female,36.8,Cheque,Verified
21157,INV004094,2024-11-29,120506,SIP,2541,Haryana,Faridabad,B30,26-35,Female,10.0,Net Banking,Verified
21158,INV004849,2024-11-29,120843,Lumpsum,128399,Maharashtra,Pune,T30,46-55,Female,21.9,Net Banking,Verified
21159,INV003956,2024-11-29,119599,Lumpsum,441363,Punjab,Amritsar,B30,36-45,Male,32.3,UPI,Verified
21160,INV002852,2024-11-29,100025,Redemption,169113,West Bengal,Kolkata,T30,46-55,Male,69.5,UPI,Verified
21161,INV003022,2024-11-29,119120,SIP,55925,Telangana,Hyderabad,T30,46-55,Male,60.2,UPI,Verified
21162,INV003215,2024-11-29,119095,SIP,2616,Gujarat,Surat,T30,26-35,Female,20.9,Net Banking,Verified
21163,INV000972,2024-11-29,120507,Lumpsum,333486,Telangana,Hyderabad,T30,18-25,Female,5.9,Net Banking,Verified
21164,INV002344,2024-11-29,148567,SIP,5151,Punjab,Chandigarh,T30,46-55,Female,92.9,Mandate,Verified
21165,INV003830,2024-11-29,119093,Lumpsum,310352,Punjab,Amritsar,B30,26-35,Male,17.6,Cheque,Verified
21166,INV004788,2024-11-29,119598,SIP,8673,Punjab,Amritsar,B30,18-25,Male,5.0,Cheque,Verified
21167,INV001308,2024-11-29,118634,SIP,47513,Rajasthan,Jaipur,T30,36-45,Male,19.3,Cheque,Verified
21168,INV004885,2024-11-29,119551,Lumpsum,26363,Punjab,Amritsar,B30,26-35,Male,11.7,Mandate,Verified
21169,INV004096,2024-11-29,120504,Redemption,108218,Tamil Nadu,Coimbatore,B30,36-45,Male,57.1,Mandate,Verified
21170,INV002847,2024-11-29,125498,SIP,14691,Haryana,Faridabad,B30,26-35,Male,13.4,Net Banking,Verified
21171,INV004851,2024-11-29,120504,Redemption,139563,Uttar Pradesh,Lucknow,T30,26-35,Male,9.3,Net Banking,Pending
21172,INV000147,2024-11-29,119093,Lumpsum,372550,Rajasthan,Jaipur,T30,26-35,Male,15.7,UPI,Verified
21173,INV001449,2024-11-29,100033,Lumpsum,31736,Gujarat,Ahmedabad,T30,36-45,Male,45.2,Mandate,Verified
21174,INV001967,2024-11-30,102886,SIP,21016,Rajasthan,Jaipur,T30,26-35,Male,17.9,Mandate,Verified
21175,INV003288,2024-11-30,120841,Redemption,443818,Punjab,Chandigarh,T30,56+,Male,57.9,Net Banking,Verified
21176,INV000183,2024-11-30,118634,SIP,981,Tamil Nadu,Coimbatore,B30,26-35,Male,9.8,Cheque,Verified
21177,INV004454,2024-11-30,100025,SIP,1115,West Bengal,Kolkata,T30,36-45,Male,37.4,Net Banking,Verified
21178,INV002011,2024-11-30,118634,SIP,2227,Tamil Nadu,Chennai,T30,36-45,Male,41.1,Mandate,Verified
21179,INV000310,2024-11-30,102885,Lumpsum,116867,Delhi,Noida,T30,36-45,Male,58.4,Net Banking,Verified
21180,INV004802,2024-11-30,100016,Lumpsum,332698,Uttar Pradesh,Kanpur,B30,26-35,Male,20.9,UPI,Pending
21181,INV002185,2024-11-30,119599,Lumpsum,384785,Punjab,Chandigarh,T30,26-35,Male,21.0,UPI,Verified
21182,INV004650,2024-11-30,119599,SIP,3297,Punjab,Chandigarh,T30,56+,Male,28.2,Mandate,Verified
21183,INV001295,2024-11-30,118636,SIP,2867,Madhya Pradesh,Indore,T30,36-45,Male,30.8,UPI,Verified
21184,INV002705,2024-11-30,125498,Redemption,57434,Uttar Pradesh,Lucknow,T30,46-55,Female,90.6,Cheque,Verified
21185,INV004280,2024-11-30,102887,SIP,5647,Rajasthan,Jaipur,T30,26-35,Female,8.5,Mandate,Verified
21186,INV004333,2024-11-30,120844,SIP,3452,Telangana,Hyderabad,T30,36-45,Female,14.8,Cheque,Verified
21187,INV001501,2024-11-30,119120,Redemption,351620,Punjab,Amritsar,B30,26-35,Male,11.3,Net Banking,Verified
21188,INV000108,2024-11-30,149324,Lumpsum,225195,Uttar Pradesh,Agra,B30,36-45,Male,26.2,UPI,Verified
21189,INV002525,2024-11-30,149322,SIP,40679,Tamil Nadu,Coimbatore,B30,18-25,Male,4.5,Cheque,Verified
21190,INV002248,2024-11-30,118636,SIP,17852,Delhi,New Delhi,T30,26-35,Male,8.1,Cheque,Verified
21191,INV000266,2024-11-30,118634,SIP,4606,Madhya Pradesh,Indore,T30,56+,Male,67.6,Mandate,Verified
21192,INV003015,2024-11-30,125497,Redemption,63374,Madhya Pradesh,Indore,T30,18-25,Male,4.4,UPI,Verified
21193,INV002630,2024-11-30,118633,SIP,6383,Punjab,Amritsar,B30,36-45,Male,19.6,Cheque,Verified
21194,INV003561,2024-11-30,148567,Redemption,357446,West Bengal,Kolkata,T30,26-35,Male,22.0,Mandate,Verified
21195,INV001485,2024-11-30,119120,SIP,1889,Rajasthan,Jaipur,T30,56+,Female,24.4,UPI,Verified
21196,INV004017,2024-11-30,148569,SIP,1712,West Bengal,Kolkata,T30,36-45,Male,36.7,Net Banking,Verified
21197,INV002764,2024-11-30,102885,SIP,48090,Madhya Pradesh,Bhopal,B30,36-45,Male,40.8,Cheque,Verified
21198,INV000714,2024-11-30,120503,SIP,7424,Uttar Pradesh,Kanpur,B30,26-35,Female,23.8,Mandate,Verified
21199,INV004825,2024-11-30,119120,SIP,835,Delhi,Noida,T30,56+,Male,15.3,UPI,Verified
21200,INV000704,2024-11-30,119120,Lumpsum,85005,Gujarat,Ahmedabad,T30,18-25,Male,4.5,Mandate,Verified
21201,INV000242,2024-11-30,119551,Redemption,227349,Maharashtra,Nashik,B30,36-45,Male,40.2,Cheque,Verified
21202,INV004748,2024-11-30,119094,SIP,27141,Delhi,Noida,T30,26-35,Male,12.6,Cheque,Verified
21203,INV000278,2024-11-30,118632,Lumpsum,85456,Rajasthan,Jaipur,T30,26-35,Male,22.1,Cheque,Verified
21204,INV002551,2024-11-30,120503,SIP,402,West Bengal,Kolkata,T30,18-25,Female,5.9,Net Banking,Verified
21205,INV000358,2024-11-30,100033,Redemption,330484,Maharashtra,Nashik,B30,26-35,Male,7.2,Mandate,Verified
21206,INV000646,2024-11-30,100033,SIP,7371,Uttar Pradesh,Lucknow,T30,26-35,Female,23.9,UPI,Verified
21207,INV004267,2024-11-30,101206,Redemption,329257,Gujarat,Surat,T30,46-55,Male,99.7,UPI,Verified
21208,INV001862,2024-11-30,120507,SIP,20468,Delhi,Gurugram,T30,26-35,Male,17.5,Net Banking,Verified
21209,INV004199,2024-11-30,118636,SIP,40520,Tamil Nadu,Chennai,T30,56+,Male,76.5,Net Banking,Verified
21210,INV002924,2024-11-30,118632,SIP,1886,Tamil Nadu,Chennai,T30,26-35,Female,14.5,UPI,Verified
21211,INV004964,2024-11-30,149324,SIP,3204,Rajasthan,Jaipur,T30,56+,Male,20.5,Cheque,Verified
21212,INV004950,2024-11-30,120507,SIP,14508,Madhya Pradesh,Indore,T30,26-35,Male,9.8,UPI,Verified
21213,INV004763,2024-11-30,149324,Lumpsum,233698,Karnataka,Bangalore,T30,46-55,Female,19.6,UPI,Verified
21214,INV002772,2024-11-30,125498,SIP,9126,Haryana,Faridabad,B30,26-35,Male,14.7,Cheque,Verified
21215,INV000045,2024-11-30,102886,Redemption,369566,Uttar Pradesh,Lucknow,T30,36-45,Male,26.2,Cheque,Verified
21216,INV001923,2024-11-30,120844,Lumpsum,273080,Gujarat,Surat,T30,18-25,Female,4.0,UPI,Verified
21217,INV003511,2024-11-30,118633,Lumpsum,202753,Haryana,Gurugram,T30,46-55,Male,36.8,Mandate,Verified
21218,INV002357,2024-11-30,120841,Redemption,380667,Delhi,Gurugram,T30,26-35,Male,7.8,Net Banking,Verified
21219,INV003925,2024-11-30,102887,SIP,11156,Punjab,Amritsar,B30,26-35,Female,14.2,Cheque,Verified
21220,INV000158,2024-11-30,100016,SIP,432,Madhya Pradesh,Bhopal,B30,36-45,Male,26.1,Cheque,Verified
21221,INV000785,2024-11-30,100025,Lumpsum,283080,Tamil Nadu,Chennai,T30,36-45,Male,31.1,Mandate,Verified
21222,INV000230,2024-11-30,119095,Redemption,309548,Haryana,Faridabad,B30,18-25,Male,3.3,Cheque,Verified
21223,INV002045,2024-11-30,120504,Redemption,237470,Rajasthan,Jaipur,T30,18-25,Female,3.8,Cheque,Verified
21224,INV001997,2024-11-30,119598,Lumpsum,129074,Delhi,New Delhi,T30,56+,Female,24.8,Cheque,Verified
21225,INV002601,2024-11-30,119094,SIP,3333,Tamil Nadu,Coimbatore,B30,36-45,Female,34.1,Net Banking,Verified
21226,INV003718,2024-11-30,149324,SIP,972,Telangana,Hyderabad,T30,46-55,Male,65.3,Cheque,Verified
21227,INV004973,2024-11-30,120503,SIP,544,Tamil Nadu,Coimbatore,B30,26-35,Male,11.3,Mandate,Verified
21228,INV004520,2024-11-30,149322,SIP,10506,Uttar Pradesh,Lucknow,T30,26-35,Female,15.7,Mandate,Pending
21229,INV003977,2024-11-30,101208,SIP,13409,Rajasthan,Udaipur,B30,46-55,Male,77.8,Cheque,Verified
21230,INV001741,2024-11-30,119551,SIP,52954,Rajasthan,Udaipur,B30,36-45,Male,52.8,UPI,Verified
21231,INV000121,2024-11-30,102886,SIP,7806,Telangana,Hyderabad,T30,18-25,Male,7.8,Cheque,Verified
21232,INV004554,2024-11-30,120841,Lumpsum,7175,Rajasthan,Jaipur,T30,26-35,Female,10.7,Mandate,Verified
21233,INV000333,2024-12-01,100016,Redemption,340844,Maharashtra,Nashik,B30,26-35,Male,14.8,Mandate,Verified
21234,INV004511,2024-12-01,119093,SIP,513,Gujarat,Ahmedabad,T30,46-55,Female,43.6,UPI,Verified
21235,INV003139,2024-12-01,101208,Lumpsum,30203,Karnataka,Mysore,B30,36-45,Male,39.4,Cheque,Verified
21236,INV000511,2024-12-01,120844,Lumpsum,406176,Punjab,Chandigarh,T30,46-55,Male,88.7,UPI,Verified
21237,INV000306,2024-12-01,100016,SIP,8430,Maharashtra,Mumbai,T30,26-35,Female,19.4,Net Banking,Verified
21238,INV003687,2024-12-01,118634,Lumpsum,349479,Tamil Nadu,Chennai,T30,36-45,Male,21.8,UPI,Verified
21239,INV001404,2024-12-01,120504,SIP,54541,West Bengal,Kolkata,T30,46-55,Male,56.2,Mandate,Verified
21240,INV002769,2024-12-01,125497,SIP,10049,Maharashtra,Pune,T30,18-25,Female,4.5,UPI,Verified
21241,INV004533,2024-12-01,120841,SIP,2347,Gujarat,Ahmedabad,T30,36-45,Male,51.5,Cheque,Verified
21242,INV000359,2024-12-01,120844,SIP,2259,Tamil Nadu,Chennai,T30,18-25,Male,3.1,Cheque,Verified
21243,INV000245,2024-12-01,100033,SIP,8266,Punjab,Amritsar,B30,26-35,Male,6.2,Net Banking,Pending
21244,INV001183,2024-12-01,118632,SIP,596,West Bengal,Kolkata,T30,46-55,Male,79.9,Net Banking,Verified
21245,INV000810,2024-12-01,100025,Lumpsum,42186,Rajasthan,Jaipur,T30,26-35,Male,11.2,Cheque,Verified
21246,INV001470,2024-12-01,118632,Redemption,123570,Haryana,Gurugram,T30,36-45,Male,26.2,UPI,Verified
21247,INV000257,2024-12-01,119599,SIP,2633,Gujarat,Surat,T30,36-45,Male,27.9,Mandate,Verified
21248,INV000010,2024-12-01,120844,SIP,2471,Maharashtra,Pune,T30,36-45,Male,13.6,Net Banking,Verified
21249,INV002697,2024-12-01,118636,SIP,992,West Bengal,Kolkata,T30,26-35,Male,14.1,Net Banking,Verified
21250,INV004515,2024-12-01,149322,SIP,2080,Rajasthan,Udaipur,B30,18-25,Female,5.2,Net Banking,Verified
21251,INV000707,2024-12-01,119552,SIP,1024,Karnataka,Mysore,B30,36-45,Female,46.6,Net Banking,Verified
21252,INV002358,2024-12-01,120842,Lumpsum,39529,Telangana,Hyderabad,T30,36-45,Female,55.6,UPI,Verified
21253,INV002348,2024-12-01,149322,SIP,2648,Uttar Pradesh,Agra,B30,26-35,Male,13.4,Net Banking,Verified
21254,INV001274,2024-12-01,102885,Lumpsum,17175,Maharashtra,Mumbai,T30,36-45,Female,55.7,UPI,Verified
21255,INV001699,2024-12-01,120506,SIP,2946,Madhya Pradesh,Indore,T30,26-35,Male,24.6,Net Banking,Verified
21256,INV003825,2024-12-01,118634,SIP,2001,Telangana,Hyderabad,T30,56+,Male,69.6,Net Banking,Verified
21257,INV002358,2024-12-01,120506,SIP,6746,Telangana,Hyderabad,T30,36-45,Female,55.6,Mandate,Verified
21258,INV001939,2024-12-01,118636,SIP,4280,West Bengal,Kolkata,T30,26-35,Male,21.2,UPI,Verified
21259,INV004728,2024-12-01,119551,Lumpsum,580646,Maharashtra,Pune,T30,46-55,Female,22.0,Cheque,Verified
21260,INV001836,2024-12-01,120841,SIP,1027,Uttar Pradesh,Agra,B30,26-35,Male,17.4,Net Banking,Verified
21261,INV003007,2024-12-01,120504,SIP,1685,Haryana,Faridabad,B30,26-35,Male,21.8,Net Banking,Verified
21262,INV004316,2024-12-01,119552,SIP,1169,Karnataka,Bangalore,T30,46-55,Male,79.5,Cheque,Verified
21263,INV000786,2024-12-01,119599,Redemption,77593,Madhya Pradesh,Bhopal,B30,26-35,Male,17.9,Cheque,Verified
21264,INV001886,2024-12-01,119092,SIP,3260,Haryana,Gurugram,T30,18-25,Male,7.7,UPI,Verified
21265,INV003888,2024-12-01,148568,Lumpsum,187266,Telangana,Hyderabad,T30,56+,Female,8.6,Mandate,Verified
21266,INV000283,2024-12-01,118636,SIP,596,West Bengal,Kolkata,T30,46-55,Male,18.1,Net Banking,Verified
21267,INV001218,2024-12-01,100025,Redemption,405185,Madhya Pradesh,Bhopal,B30,36-45,Male,21.1,UPI,Verified
21268,INV003837,2024-12-01,100016,Lumpsum,327871,Punjab,Amritsar,B30,26-35,Female,15.2,UPI,Verified
21269,INV001816,2024-12-01,101207,SIP,2978,Telangana,Hyderabad,T30,26-35,Male,9.0,Mandate,Verified
21270,INV002256,2024-12-01,101207,SIP,15790,Rajasthan,Jaipur,T30,46-55,Male,49.6,Net Banking,Pending
21271,INV004623,2024-12-01,120842,SIP,1765,Madhya Pradesh,Indore,T30,46-55,Female,44.9,Mandate,Verified
21272,INV002211,2024-12-01,118635,Redemption,377982,Gujarat,Surat,T30,26-35,Male,11.3,Mandate,Verified
21273,INV004960,2024-12-01,119551,Lumpsum,308313,Uttar Pradesh,Kanpur,B30,26-35,Male,20.1,Net Banking,Verified
21274,INV003613,2024-12-01,101207,SIP,9223,Punjab,Amritsar,B30,26-35,Male,13.5,Cheque,Verified
21275,INV001758,2024-12-01,149324,Lumpsum,295268,Gujarat,Surat,T30,18-25,Female,7.9,Mandate,Verified
21276,INV002284,2024-12-01,119095,SIP,9294,Karnataka,Bangalore,T30,36-45,Male,55.3,Cheque,Verified
21277,INV002921,2024-12-01,149322,SIP,499,Punjab,Amritsar,B30,18-25,Female,5.4,Mandate,Verified
21278,INV001020,2024-12-01,101207,SIP,22966,Maharashtra,Mumbai,T30,26-35,Female,13.5,Cheque,Verified
21279,INV004243,2024-12-01,118634,Lumpsum,346294,Punjab,Amritsar,B30,36-45,Female,38.7,Mandate,Verified
21280,INV003888,2024-12-01,119095,Lumpsum,317165,Telangana,Hyderabad,T30,56+,Female,8.6,Mandate,Verified
21281,INV003060,2024-12-01,120505,SIP,3503,Rajasthan,Jaipur,T30,56+,Female,16.6,Cheque,Verified
21282,INV004202,2024-12-01,101208,SIP,6132,West Bengal,Kolkata,T30,36-45,Female,56.9,Mandate,Verified
21283,INV004415,2024-12-01,120506,Lumpsum,244949,Tamil Nadu,Chennai,T30,26-35,Male,6.3,UPI,Verified
21284,INV004797,2024-12-01,102885,Redemption,479184,Gujarat,Ahmedabad,T30,56+,Male,18.9,Cheque,Verified
21285,INV003586,2024-12-01,119598,SIP,6080,Haryana,Faridabad,B30,46-55,Male,68.9,Cheque,Verified
21286,INV000123,2024-12-01,101206,SIP,1808,Punjab,Chandigarh,T30,46-55,Male,73.3,Mandate,Verified
21287,INV002250,2024-12-01,149323,Lumpsum,429187,Telangana,Hyderabad,T30,36-45,Male,20.4,Mandate,Verified
21288,INV004063,2024-12-01,120843,Lumpsum,16492,Haryana,Gurugram,T30,36-45,Male,19.3,UPI,Verified
21289,INV003287,2024-12-01,120844,SIP,2814,Delhi,New Delhi,T30,36-45,Male,54.9,Mandate,Verified
21290,INV004893,2024-12-01,119092,Lumpsum,30191,Delhi,Gurugram,T30,36-45,Male,32.6,Mandate,Verified
21291,INV004673,2024-12-01,149324,Lumpsum,275825,Maharashtra,Pune,T30,36-45,Female,39.7,Mandate,Verified
21292,INV001276,2024-12-01,120507,SIP,2148,Rajasthan,Jaipur,T30,56+,Male,46.2,Net Banking,Verified
21293,INV000900,2024-12-01,120842,Redemption,356687,Tamil Nadu,Coimbatore,B30,26-35,Male,6.2,UPI,Verified
21294,INV004212,2024-12-01,118634,SIP,28720,Uttar Pradesh,Kanpur,B30,36-45,Male,41.5,Cheque,Pending
21295,INV003985,2024-12-01,101207,SIP,570,Tamil Nadu,Coimbatore,B30,18-25,Male,4.3,Mandate,Verified
21296,INV000966,2024-12-01,102885,SIP,6893,Telangana,Hyderabad,T30,26-35,Male,22.8,Mandate,Pending
21297,INV004643,2024-12-01,119552,Redemption,435409,Delhi,Noida,T30,26-35,Female,12.4,UPI,Verified
21298,INV003582,2024-12-01,100016,SIP,865,Uttar Pradesh,Kanpur,B30,36-45,Male,43.1,UPI,Verified
21299,INV000446,2024-12-01,118632,Lumpsum,27298,Rajasthan,Jaipur,T30,26-35,Female,23.8,Cheque,Verified
21300,INV002402,2024-12-01,118632,SIP,20087,Uttar Pradesh,Lucknow,T30,46-55,Male,55.5,UPI,Verified
21301,INV000377,2024-12-01,120841,SIP,1190,Karnataka,Bangalore,T30,26-35,Male,19.8,Cheque,Verified
21302,INV002445,2024-12-01,118636,Lumpsum,188590,Punjab,Chandigarh,T30,26-35,Male,9.5,UPI,Verified
21303,INV000631,2024-12-01,119095,SIP,10375,Delhi,Noida,T30,36-45,Female,48.6,UPI,Verified
21304,INV004458,2024-12-01,120503,Lumpsum,334191,Gujarat,Ahmedabad,T30,26-35,Female,12.3,Net Banking,Verified
21305,INV003964,2024-12-01,101207,SIP,4056,Punjab,Chandigarh,T30,26-35,Male,16.7,Cheque,Verified
21306,INV000357,2024-12-02,148568,SIP,2047,Rajasthan,Udaipur,B30,26-35,Male,24.5,Cheque,Verified
21307,INV001516,2024-12-02,101206,SIP,1181,Tamil Nadu,Coimbatore,B30,26-35,Male,22.0,Net Banking,Verified
21308,INV003257,2024-12-02,119094,SIP,55712,Rajasthan,Jaipur,T30,56+,Male,34.8,Net Banking,Pending
21309,INV004379,2024-12-02,119551,SIP,15406,Delhi,Gurugram,T30,18-25,Male,6.0,Cheque,Verified
21310,INV001893,2024-12-02,125497,SIP,22236,Punjab,Chandigarh,T30,26-35,Female,12.7,UPI,Verified
21311,INV000939,2024-12-02,125498,SIP,49041,Karnataka,Bangalore,T30,26-35,Male,19.6,UPI,Verified
21312,INV004225,2024-12-02,119120,Lumpsum,237215,Karnataka,Bangalore,T30,26-35,Male,24.8,Net Banking,Verified
21313,INV003122,2024-12-02,101206,SIP,11300,Telangana,Hyderabad,T30,26-35,Male,8.3,Cheque,Verified
21314,INV004356,2024-12-02,118636,SIP,14134,West Bengal,Kolkata,T30,36-45,Male,37.3,Net Banking,Verified
21315,INV004353,2024-12-02,149323,SIP,406,Uttar Pradesh,Agra,B30,56+,Male,31.2,Mandate,Verified
21316,INV002279,2024-12-02,102885,SIP,43406,Delhi,Gurugram,T30,36-45,Male,25.1,Net Banking,Verified
21317,INV004497,2024-12-02,149324,Lumpsum,375719,Rajasthan,Jaipur,T30,26-35,Female,13.3,Net Banking,Verified
21318,INV002485,2024-12-02,102885,SIP,2941,Karnataka,Mysore,B30,46-55,Female,70.2,UPI,Verified
21319,INV000327,2024-12-02,119092,Redemption,358056,Uttar Pradesh,Kanpur,B30,26-35,Male,9.2,Net Banking,Verified
21320,INV001508,2024-12-02,118634,Redemption,381082,Tamil Nadu,Coimbatore,B30,46-55,Male,63.3,UPI,Pending
21321,INV000834,2024-12-02,118632,SIP,44427,Uttar Pradesh,Agra,B30,18-25,Female,6.6,Net Banking,Pending
21322,INV001879,2024-12-02,125498,Lumpsum,63989,Uttar Pradesh,Lucknow,T30,18-25,Female,6.3,Mandate,Verified
21323,INV004520,2024-12-02,120841,SIP,541,Uttar Pradesh,Lucknow,T30,26-35,Female,15.7,Net Banking,Verified
21324,INV002733,2024-12-02,149324,SIP,7769,Punjab,Chandigarh,T30,26-35,Male,19.0,Net Banking,Verified
21325,INV003717,2024-12-02,148569,Redemption,240909,Tamil Nadu,Coimbatore,B30,26-35,Female,20.8,Net Banking,Verified
21326,INV003115,2024-12-02,100025,SIP,2383,Gujarat,Surat,T30,26-35,Male,23.9,Net Banking,Verified
21327,INV003121,2024-12-02,118633,SIP,9998,Telangana,Hyderabad,T30,36-45,Male,13.7,Cheque,Verified
21328,INV004004,2024-12-02,118634,SIP,57390,Delhi,Gurugram,T30,18-25,Male,3.1,Cheque,Pending
21329,INV001268,2024-12-02,148569,Lumpsum,27614,Maharashtra,Pune,T30,46-55,Male,75.1,Cheque,Verified
21330,INV001194,2024-12-02,120844,SIP,2656,Karnataka,Bangalore,T30,18-25,Male,7.7,Net Banking,Verified
21331,INV001069,2024-12-02,149322,SIP,485,Telangana,Hyderabad,T30,26-35,Male,19.1,Cheque,Verified
21332,INV002145,2024-12-02,148567,SIP,501,Delhi,Gurugram,T30,36-45,Male,32.8,Net Banking,Verified
21333,INV000459,2024-12-02,119552,SIP,13345,West Bengal,Kolkata,T30,26-35,Female,21.5,Net Banking,Verified
21334,INV003237,2024-12-02,118633,Redemption,522899,Delhi,Gurugram,T30,46-55,Male,66.7,UPI,Verified
21335,INV004458,2024-12-02,149322,Lumpsum,493041,Gujarat,Ahmedabad,T30,26-35,Female,12.3,Net Banking,Verified
21336,INV004794,2024-12-02,119599,Lumpsum,222779,Rajasthan,Udaipur,B30,36-45,Female,46.0,UPI,Verified
21337,INV001236,2024-12-02,120505,Lumpsum,387886,Telangana,Hyderabad,T30,46-55,Male,93.7,UPI,Verified
21338,INV002839,2024-12-02,119551,Lumpsum,439557,Punjab,Amritsar,B30,26-35,Male,14.8,UPI,Verified
21339,INV002220,2024-12-02,120843,Redemption,330966,Punjab,Chandigarh,T30,46-55,Male,29.9,Cheque,Verified
21340,INV004429,2024-12-02,148568,Lumpsum,53921,Uttar Pradesh,Lucknow,T30,36-45,Male,21.7,Mandate,Verified
21341,INV001562,2024-12-02,120841,SIP,9363,Delhi,Noida,T30,26-35,Male,7.0,Cheque,Verified
21342,INV001585,2024-12-02,120506,Redemption,366228,Telangana,Hyderabad,T30,36-45,Male,28.3,Net Banking,Verified
21343,INV002219,2024-12-02,102885,SIP,3564,Karnataka,Mysore,B30,26-35,Male,6.9,UPI,Verified
21344,INV004979,2024-12-02,100025,SIP,877,Punjab,Chandigarh,T30,26-35,Male,21.5,Cheque,Verified
21345,INV003181,2024-12-02,119551,Lumpsum,244860,Karnataka,Bangalore,T30,18-25,Female,3.9,Net Banking,Verified
21346,INV001967,2024-12-02,148569,SIP,1850,Rajasthan,Jaipur,T30,26-35,Male,17.9,Mandate,Verified
21347,INV000387,2024-12-02,100033,Redemption,146454,Gujarat,Surat,T30,36-45,Male,53.8,Cheque,Verified
21348,INV002193,2024-12-02,149323,Lumpsum,298297,Haryana,Gurugram,T30,36-45,Female,49.7,Mandate,Verified
21349,INV001679,2024-12-02,148569,SIP,23545,Haryana,Faridabad,B30,36-45,Female,46.7,Net Banking,Verified
21350,INV001499,2024-12-02,102886,Redemption,239764,Karnataka,Mysore,B30,26-35,Male,12.9,Cheque,Verified
21351,INV003206,2024-12-02,149322,SIP,2089,Gujarat,Ahmedabad,T30,26-35,Male,24.1,UPI,Verified
21352,INV003848,2024-12-02,120841,Lumpsum,321954,Telangana,Hyderabad,T30,26-35,Male,24.0,Mandate,Verified
21353,INV002810,2024-12-02,119095,SIP,2457,Punjab,Amritsar,B30,36-45,Male,33.2,Net Banking,Verified
21354,INV000942,2024-12-02,120841,Lumpsum,79088,Haryana,Faridabad,B30,56+,Male,70.2,Mandate,Verified
21355,INV000398,2024-12-02,118635,Lumpsum,334001,Madhya Pradesh,Indore,T30,46-55,Male,28.2,Mandate,Pending
21356,INV004762,2024-12-02,119093,SIP,1177,Rajasthan,Jaipur,T30,46-55,Male,37.2,Net Banking,Verified
21357,INV001481,2024-12-02,120504,SIP,917,Telangana,Hyderabad,T30,26-35,Male,23.4,UPI,Verified
21358,INV002693,2024-12-02,119093,SIP,42229,Uttar Pradesh,Kanpur,B30,26-35,Male,22.5,Cheque,Verified
21359,INV004343,2024-12-02,120842,Redemption,430454,Madhya Pradesh,Bhopal,B30,18-25,Male,7.9,Net Banking,Verified
21360,INV004232,2024-12-02,120506,SIP,3421,Tamil Nadu,Chennai,T30,26-35,Male,19.0,Net Banking,Pending
21361,INV004413,2024-12-02,120505,Lumpsum,146396,Maharashtra,Mumbai,T30,26-35,Male,14.7,Mandate,Pending
21362,INV001945,2024-12-02,119092,Lumpsum,211537,Gujarat,Ahmedabad,T30,26-35,Male,8.0,UPI,Verified
21363,INV001759,2024-12-02,101207,SIP,3525,Haryana,Faridabad,B30,36-45,Female,25.6,Mandate,Verified
21364,INV002044,2024-12-02,120842,Lumpsum,239423,Gujarat,Ahmedabad,T30,26-35,Female,19.1,Cheque,Verified
